filename,celebrity,image_path
021_6e419870.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\021_6e419870.jpg
022_b497b92e.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\022_b497b92e.jpg
023_7781dd1c.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\023_7781dd1c.jpg
024_ca32be97.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\024_ca32be97.jpg
025_41cee764.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\025_41cee764.jpg
026_2828fcaf.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\026_2828fcaf.jpg
027_58887f30.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\027_58887f30.jpg
028_6a0ff8de.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\028_6a0ff8de.jpg
029_f2882b0d.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\029_f2882b0d.jpg
030_66bddeb6.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\030_66bddeb6.jpg
031_2364f4d8.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\031_2364f4d8.jpg
032_db66bd61.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\032_db66bd61.jpg
033_23e68208.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\033_23e68208.jpg
034_418fbbdb.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\034_418fbbdb.jpg
035_2e497561.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\035_2e497561.jpg
036_3e807a88.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\036_3e807a88.jpg
037_62d00a09.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\037_62d00a09.jpg
038_e40d5b16.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\038_e40d5b16.jpg
039_6b10ab98.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\039_6b10ab98.jpg
040_2ef814c7.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\040_2ef814c7.jpg
041_abf5c9cb.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\041_abf5c9cb.jpg
042_2ccd070f.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\042_2ccd070f.jpg
043_b812749f.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\043_b812749f.jpg
044_512dfd33.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\044_512dfd33.jpg
045_c560251e.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\045_c560251e.jpg
046_d93a2c2d.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\046_d93a2c2d.jpg
047_5350c8c0.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\047_5350c8c0.jpg
048_0a32a483.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\048_0a32a483.jpg
049_4d6df392.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\049_4d6df392.jpg
050_7c5b026c.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\050_7c5b026c.jpg
051_268fdfd7.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\051_268fdfd7.jpg
052_6db5f5bf.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\052_6db5f5bf.jpg
053_05c78fa1.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\053_05c78fa1.jpg
054_7ba62f81.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\054_7ba62f81.jpg
055_aaaf063c.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\055_aaaf063c.jpg
056_97412d14.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\056_97412d14.jpg
057_7f34f0f4.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\057_7f34f0f4.jpg
058_02860eff.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\058_02860eff.jpg
059_df425619.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\059_df425619.jpg
060_4037f0f7.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\060_4037f0f7.jpg
061_e18ba2b0.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\061_e18ba2b0.jpg
062_6aa9cf8f.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\062_6aa9cf8f.jpg
063_c486d5ef.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\063_c486d5ef.jpg
064_0de68937.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\064_0de68937.jpg
065_689150aa.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\065_689150aa.jpg
066_b378479b.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\066_b378479b.jpg
067_ff52c2fe.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\067_ff52c2fe.jpg
068_2fb110d1.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\068_2fb110d1.jpg
069_9d0e44d5.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\069_9d0e44d5.jpg
070_1a4312d2.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\070_1a4312d2.jpg
071_b537dbca.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\071_b537dbca.jpg
072_8d068904.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\072_8d068904.jpg
073_9f1d377a.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\073_9f1d377a.jpg
074_0ec79719.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\074_0ec79719.jpg
075_4c504eec.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\075_4c504eec.jpg
076_1d914d5b.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\076_1d914d5b.jpg
077_27650aa3.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\077_27650aa3.jpg
078_044866e7.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\078_044866e7.jpg
079_40a598dc.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\079_40a598dc.jpg
080_e998ab00.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\080_e998ab00.jpg
081_12fb31ec.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\081_12fb31ec.jpg
082_047778bb.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\082_047778bb.jpg
083_bdada1e2.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\083_bdada1e2.jpg
084_da751ddd.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\084_da751ddd.jpg
085_f579db33.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\085_f579db33.jpg
086_f2c730f3.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\086_f2c730f3.jpg
087_f325890f.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\087_f325890f.jpg
088_029ffc54.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\088_029ffc54.jpg
089_33e36564.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\089_33e36564.jpg
090_da55509f.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\090_da55509f.jpg
091_b5b4a62f.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\091_b5b4a62f.jpg
092_26130bb1.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\092_26130bb1.jpg
093_6ce62543.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\093_6ce62543.jpg
094_c255b703.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\094_c255b703.jpg
095_0be163a1.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\095_0be163a1.jpg
096_75710434.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\096_75710434.jpg
097_9a6bf61f.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\097_9a6bf61f.jpg
098_dd1405fc.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\098_dd1405fc.jpg
099_c22d3e48.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\099_c22d3e48.jpg
100_31ff9373.jpg,Angelina Jolie,Celebrity Faces Dataset\Angelina Jolie\100_31ff9373.jpg
001_c04300ef.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\001_c04300ef.jpg
002_cc1b9701.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\002_cc1b9701.jpg
003_7a6b2156.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\003_7a6b2156.jpg
004_777c50d0.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\004_777c50d0.jpg
005_02ab3a1b.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\005_02ab3a1b.jpg
006_87166f38.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\006_87166f38.jpg
007_74ccfb4a.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\007_74ccfb4a.jpg
008_31e90c6b.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\008_31e90c6b.jpg
009_23c94f29.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\009_23c94f29.jpg
010_08c44431.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\010_08c44431.jpg
011_270cd3ea.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\011_270cd3ea.jpg
012_8de7a736.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\012_8de7a736.jpg
013_0c83ca91.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\013_0c83ca91.jpg
014_871b0d80.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\014_871b0d80.jpg
015_82889ec9.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\015_82889ec9.jpg
016_8bb23f7e.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\016_8bb23f7e.jpg
017_4748675b.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\017_4748675b.jpg
018_136dbb40.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\018_136dbb40.jpg
019_ddcd5687.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\019_ddcd5687.jpg
020_45c8d790.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\020_45c8d790.jpg
021_143b276f.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\021_143b276f.jpg
022_a8206d1a.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\022_a8206d1a.jpg
023_98d91529.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\023_98d91529.jpg
024_54112f36.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\024_54112f36.jpg
025_25dc7dcf.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\025_25dc7dcf.jpg
026_805241a7.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\026_805241a7.jpg
027_78f200c3.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\027_78f200c3.jpg
028_181cbb8a.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\028_181cbb8a.jpg
029_36dac19e.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\029_36dac19e.jpg
030_716e4856.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\030_716e4856.jpg
031_8fc10a75.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\031_8fc10a75.jpg
032_fd37a8e2.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\032_fd37a8e2.jpg
033_46c95715.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\033_46c95715.jpg
034_984e63b3.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\034_984e63b3.jpg
035_a767728d.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\035_a767728d.jpg
036_5e0af3bf.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\036_5e0af3bf.jpg
037_b5467841.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\037_b5467841.jpg
038_5e10a567.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\038_5e10a567.jpg
039_1c018deb.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\039_1c018deb.jpg
040_9b4bfe5b.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\040_9b4bfe5b.jpg
041_cc0957bf.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\041_cc0957bf.jpg
042_8030e553.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\042_8030e553.jpg
043_6973a308.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\043_6973a308.jpg
044_ac060de4.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\044_ac060de4.jpg
045_6895fe7e.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\045_6895fe7e.jpg
046_8bf34269.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\046_8bf34269.jpg
047_80045019.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\047_80045019.jpg
048_185402c6.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\048_185402c6.jpg
049_31625c44.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\049_31625c44.jpg
050_3e39c960.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\050_3e39c960.jpg
051_fd8a292f.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\051_fd8a292f.jpg
052_b80b0a3f.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\052_b80b0a3f.jpg
053_be062c12.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\053_be062c12.jpg
054_9f01aefa.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\054_9f01aefa.jpg
055_14a5e7bc.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\055_14a5e7bc.jpg
056_8362ff51.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\056_8362ff51.jpg
057_545ca96d.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\057_545ca96d.jpg
058_ca613f72.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\058_ca613f72.jpg
059_ef2c0ca7.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\059_ef2c0ca7.jpg
060_136e5ef5.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\060_136e5ef5.jpg
061_38d21dc0.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\061_38d21dc0.jpg
062_f0c8d0c8.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\062_f0c8d0c8.jpg
063_a90951c4.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\063_a90951c4.jpg
064_213e2850.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\064_213e2850.jpg
065_34848907.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\065_34848907.jpg
066_1867585d.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\066_1867585d.jpg
067_571d88eb.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\067_571d88eb.jpg
068_5ebbf7fb.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\068_5ebbf7fb.jpg
069_8533eee4.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\069_8533eee4.jpg
070_0acb9d53.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\070_0acb9d53.jpg
071_2d51687a.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\071_2d51687a.jpg
072_da45cf8f.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\072_da45cf8f.jpg
073_aa4e37e8.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\073_aa4e37e8.jpg
074_6f4720aa.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\074_6f4720aa.jpg
075_a7a83d60.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\075_a7a83d60.jpg
076_75b9dd73.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\076_75b9dd73.jpg
077_ddf0abd8.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\077_ddf0abd8.jpg
078_b546dff5.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\078_b546dff5.jpg
079_e3171916.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\079_e3171916.jpg
080_569bb446.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\080_569bb446.jpg
081_4d677d83.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\081_4d677d83.jpg
082_545afee5.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\082_545afee5.jpg
083_d6f1d5ac.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\083_d6f1d5ac.jpg
084_4876da64.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\084_4876da64.jpg
085_5c4b6432.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\085_5c4b6432.jpg
086_8274c0d1.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\086_8274c0d1.jpg
087_155f1f74.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\087_155f1f74.jpg
088_b1977c95.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\088_b1977c95.jpg
089_7a7d2c5d.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\089_7a7d2c5d.jpg
090_12e1f614.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\090_12e1f614.jpg
091_8561b34e.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\091_8561b34e.jpg
092_22d9de5d.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\092_22d9de5d.jpg
093_c4d318cd.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\093_c4d318cd.jpg
094_16e562f0.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\094_16e562f0.jpg
095_1104d364.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\095_1104d364.jpg
096_b096ebfe.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\096_b096ebfe.jpg
097_df404aa1.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\097_df404aa1.jpg
098_36dd62c5.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\098_36dd62c5.jpg
099_151b7575.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\099_151b7575.jpg
100_f4b2c7a7.jpg,Brad Pitt,Celebrity Faces Dataset\Brad Pitt\100_f4b2c7a7.jpg
001_d3323f3c.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\001_d3323f3c.jpg
002_f44b8d45.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\002_f44b8d45.jpg
003_b622e925.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\003_b622e925.jpg
004_677c65bf.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\004_677c65bf.jpg
005_cb37c7b2.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\005_cb37c7b2.jpg
006_2880115c.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\006_2880115c.jpg
007_1f6f632a.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\007_1f6f632a.jpg
008_7619a328.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\008_7619a328.jpg
009_817304c7.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\009_817304c7.jpg
010_47031d88.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\010_47031d88.jpg
011_c2d9c2a1.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\011_c2d9c2a1.jpg
012_6b8f22bf.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\012_6b8f22bf.jpg
013_5928728c.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\013_5928728c.jpg
014_9742cf0f.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\014_9742cf0f.jpg
015_72bb2861.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\015_72bb2861.jpg
016_61188e3c.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\016_61188e3c.jpg
017_f308fc36.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\017_f308fc36.jpg
018_e4ed6557.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\018_e4ed6557.jpg
019_330f0c75.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\019_330f0c75.jpg
020_9f8446bb.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\020_9f8446bb.jpg
021_8295d645.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\021_8295d645.jpg
022_b60724f6.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\022_b60724f6.jpg
023_75fd6b60.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\023_75fd6b60.jpg
024_54153da7.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\024_54153da7.jpg
025_61e2c5e5.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\025_61e2c5e5.jpg
026_2f832037.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\026_2f832037.jpg
027_c7a10f8d.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\027_c7a10f8d.jpg
028_29634e07.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\028_29634e07.jpg
029_cf7e7736.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\029_cf7e7736.jpg
030_90c3e21e.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\030_90c3e21e.jpg
031_2fe075a5.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\031_2fe075a5.jpg
032_a67c5aa8.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\032_a67c5aa8.jpg
033_f49a691c.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\033_f49a691c.jpg
034_e09c630c.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\034_e09c630c.jpg
035_014caeb7.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\035_014caeb7.jpg
036_7ec2e5de.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\036_7ec2e5de.jpg
037_39f2db43.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\037_39f2db43.jpg
038_d967a9c7.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\038_d967a9c7.jpg
039_faa6425d.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\039_faa6425d.jpg
040_e534b74f.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\040_e534b74f.jpg
041_c8998bae.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\041_c8998bae.jpg
042_b0c87dc0.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\042_b0c87dc0.jpg
043_9bfd94a4.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\043_9bfd94a4.jpg
044_c38d661d.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\044_c38d661d.jpg
045_60fc8dc5.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\045_60fc8dc5.jpg
046_b67077e0.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\046_b67077e0.jpg
047_05f6a63f.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\047_05f6a63f.jpg
048_cd8dc27d.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\048_cd8dc27d.jpg
049_40f1ba49.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\049_40f1ba49.jpg
050_a5810700.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\050_a5810700.jpg
051_d27cd673.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\051_d27cd673.jpg
052_244a9729.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\052_244a9729.jpg
053_4f937ab4.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\053_4f937ab4.jpg
054_b8e917f6.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\054_b8e917f6.jpg
055_fbbcb3c7.jpg,Denzel Washington,Celebrity Faces Dataset\Denzel Washington\055_fbbcb3c7.jpg
